dataset,k,method,tradeoff,risk,return,active_count,hhi,effective_n,top1_share,top3_share
port5,16,epsilon_constraint,min_risk,0.0005355843602363545,0.0031119525389920635,16,0.20490954417733526,4.880202159517607,0.347567486,0.6709128960999999
port5,16,epsilon_constraint,balanced,0.0007981642961236157,0.003681724066410873,16,0.29688404000180924,3.3683184855403674,0.3706638539,0.9232480993000001
port5,16,epsilon_constraint,max_return,0.0016217181784261426,0.003952724999993162,16,0.97024,1.0306728232189974,0.985,0.987
port5,16,nsga2,min_risk,0.0003812111786504852,0.0004306492915997683,16,0.08144106807774217,12.27881735349318,0.1411899535,0.3568495961
port5,16,nsga2,balanced,0.00047635274181712843,0.002072133180074435,16,0.09497397500618096,10.529200235484716,0.1569608552,0.4309752121
port5,16,nsga2,max_return,0.0007316863525705809,0.0026245096109491946,16,0.11559278471790828,8.651058995078214,0.2176995642,0.4678597558
port5,2,weighted_sum,min_risk,0.0005504011231118427,0.0012655082745283387,2,0.5090211509219938,1.9645549073721051,0.5671608179,1.0
port5,2,weighted_sum,balanced,0.0006927966575574669,0.0034913467990014915,2,0.5082412166384153,1.967569664290811,0.5641919646,1.0
port5,2,weighted_sum,max_return,0.001646666660262777,0.003970759000034503,2,0.9980020000000001,1.002001999995992,0.999,1.0
port5,2,epsilon_constraint,min_risk,0.000620921786753587,0.0025113777758915875,2,0.7049498698401475,1.4185405839237295,0.8201170644,1.0
port5,2,epsilon_constraint,balanced,0.0007672763310931337,0.003502284613986266,2,0.5847868738927551,1.710024702407037,0.7058966657,1.0
port5,2,epsilon_constraint,max_return,0.001646666660254842,0.003970759000024941,2,0.9980020000000001,1.002001999995992,0.999,1.0
port5,2,nsga2,min_risk,0.0005148299407412442,0.0011359283381667886,2,0.5000503572859961,1.9997985911408225,0.5050178325,1.0
port5,2,nsga2,balanced,0.0006803836826087879,0.003448775448545294,2,0.554340135774474,1.8039465942744524,0.664833455,1.0
port5,2,nsga2,max_return,0.0010927904577377441,0.003705376473331975,2,0.7649314571544581,1.3073066751889064,0.863958416,1.0
port5,4,weighted_sum,min_risk,0.0003366602655199417,0.00022792052870233013,4,0.25533139784387565,3.916478774034119,0.3113314052,0.7847144882999999
port5,4,weighted_sum,balanced,0.0006002759070443738,0.003395120950526373,4,0.29276937097309097,3.415657849303888,0.4145479114,0.8393346639
port5,4,weighted_sum,max_return,0.0016431253671935295,0.003969755000008705,4,0.994012,1.0060240721439984,0.997,0.999
port5,4,epsilon_constraint,min_risk,0.0005576813087825893,0.0030668817263722566,4,0.3168910459079123,3.1556587442694655,0.4312741716,0.9344592702
port5,4,epsilon_constraint,balanced,0.0008022822570538911,0.003694517528821322,4,0.31126711494029613,3.212674747834538,0.3743484687,0.9497530581
port5,4,epsilon_constraint,max_return,0.0016431253672113614,0.003969755000030217,4,0.994012,1.0060240721439984,0.997,0.999
port5,4,nsga2,min_risk,0.00036647786796716194,0.0011635048233078946,4,0.25564882842412634,3.911615813630801,0.301274258,0.800689509
port5,4,nsga2,balanced,0.00047009361807020476,0.0023579640272928964,4,0.290540966900752,3.4418554142886064,0.418590643,0.8423310075
port5,4,nsga2,max_return,0.0006264152439270079,0.0032201749836178236,4,0.3234803440274839,3.091377941390581,0.4562026932,0.924510025
port5,8,weighted_sum,min_risk,0.00031469239954014683,0.00016496541891728,8,0.16553483062522975,6.041024696874801,0.239787444,0.5670296652
port5,8,weighted_sum,balanced,0.0005874679564986324,0.0033686520141717412,8,0.2337708418902651,4.277693453614768,0.3686461278,0.7341394963
port5,8,weighted_sum,max_return,0.0016359651879247837,0.003966769000016858,8,0.9860559999999999,1.0141411846791664,0.993,0.995
port5,8,epsilon_constraint,min_risk,0.0005942734427279776,0.00339459052959024,8,0.24317824596802015,4.112209938924832,0.3824141312,0.7589458922000001
port5,8,epsilon_constraint,balanced,0.0009626548631657499,0.003795423547892358,8,0.3956616590614515,2.5274119366837278,0.4539714932,0.9654127506
port5,8,epsilon_constraint,max_return,0.001635965187894737,0.0039667689999805305,8,0.9860559999999999,1.0141411846791664,0.993,0.995
port5,8,nsga2,min_risk,0.0003760006829299392,0.0012223026206141683,8,0.14131417789748843,7.07643079327409,0.2263023337,0.4934515257
port5,8,nsga2,balanced,0.00045478209066681285,0.0025256983907013513,8,0.1404621661239396,7.119354824114203,0.2316117296,0.4987711751
port5,8,nsga2,max_return,0.0006377897108206811,0.0033085845026829615,8,0.14419909396214942,6.934856333164537,0.2273329049,0.5287438631
